,Date,Username,Review,Likes On Reviews
0,"May 28, 2019",A Google user,"Every time I open the app I have to sign in again, my details are never retained. Very frustrating!",
0,"April 23, 2019",Kevin Gan,"from the ikea FAQ - """"You could choose to go “Card Free” by downloading the IKEA Store app for your smart phone. The app can store a digital version of your IKEA Family card."""" so where exactly is this feature?",
0,"April 14, 2019",Marc Rivas Capafons,El vale de regalo de cumpleaños debería verse en esta APP. Ahora te obliga a abrir tu correo para buscarlo o a imprimirlo.,
0,"June 3, 2019",Ramona Basarabeanu,"Nu se pot face achizitii din aplicație, nu poți crea noi liste de cumpărături, nu se pot descarca fisele cu montajul produselor",
0,"August 27, 2019",Ashley Hanson,Its okay. Its really just a glorified app for making a list. It would be infinitely better if you could actually make purchases.,
0,"February 16, 2019",BJ Hutton,Useful for shopping. - Stryker's Lounge [YouTube],8
0,"August 26, 2019",Bill Cooper,App doesn't even work! Useless!,
0,"April 10, 2019",Ervin Kosasih,"CS tidak ada yg respon. hati2 kl mau belanja, apa2 call dl biar dapet respon dl.",
0,"July 15, 2019",slobodan jankovic,"Ormar od eeej bre iverice 650 eura Meni stolar napravio od DRVETA bolji i veci za 450 eura Za one koji pitaju ali od ""kojeg drveta"" pa dolji od te vase iverice 1.000.000x Samo bedan primer uzmite vas kupatilski namestaj i prolite 2-3 litre vode po njemu... Zakljucak ce te izvuci sami veoma brzo :) Sretna kupovina iverice i jos po tim cenama",
0,"August 23, 2019",Annette Wieden,"Leider grade nur ein Stern, da die Merkzettel auch nach Neuinstallation und Geräteneustart nicht mehr ausgewählt werden können (und ich zudem ständig nach dem Einloggen direkt wieder ausgeloggt werde weil mein Account nicht synchronisiert werden konnte), wodurch der Sinn der App für mich im Moment leider nicht gegeben ist :( sobald das wieder funktioniert gibt's wieder 4-5 Sterne :)",
0,"April 28, 2019",Ulf Lundqvist,Blir alltid utloggad - får logga in varje gång jag vill använda appen. Störande.,
0,"May 18, 2019",kori kai,"It would be great if it worked. Every time I try to browse a category, the app closes.",
0,"May 12, 2019",Mikl Pis,Jeg vil gerne have en Lille app også. 😛,1
0,"August 4, 2019",Andrei Terente,De la ultimul update nu mai pot deschide aplicatia.,
0,"February 26, 2019",SU WA,Kaga bisa buat account gw.. Heran,2
0,"May 3, 2019",Igor Gushchin,Очень удобно смотреть какие коробки забрать со склада.,
0,"March 18, 2019",Francis Skipwyth,"Есть корзина, но нет возможности заказа?",
0,"April 23, 2019",Timofey Bukatin,Невозможно зарегистрироваться и зайти под своим аккаунтом.,
0,"February 24, 2019",Sharon Goh,l like iKEA Store because IKEA,6
0,"May 2, 2019",Kris pattrarapakkathorn,ใช้ง่ายแต่เข้ายากมาก,
0,"March 14, 2019",Alexis Stewart,"Will not let me log in, keeps saying cant sync account.",
0,"August 24, 2019",Anthony Vasquez,Buggy app! ☹️,
0,"May 30, 2019",Chandra Kala,very costly,
0,"July 22, 2019",Ahmed El Bialy,تطبيق سخيف جدا,
0,"August 26, 2019",Sebastian Gutierrez,Cant even log in,
0,"February 25, 2019",A Google user,useless app,3
0,"August 10, 2019",Bori Mohacsi,"Elnézést, ki kellett léptetnünk a rendszerből......... de állandóan?!?!?!?",
0,"May 2, 2019",Shovel,нет доставки,
0,"May 20, 2019",Mark Hawkins,not good,
0,"March 30, 2019",Motasem Abu Althahab,bad experience,
0,"July 25, 2019",Orit Levran,confusing app,
0,"March 21, 2019",Brenda Lang,lol,
0,"February 10, 2019",Henry He,ars,2
0,"March 17, 2019",Sho yoko,bgs,
0,"April 24, 2019",Julieann Hughes,v6,
0,"February 19, 2019",asoy geboy,Helpful. Thanks.,4
0,"May 6, 2019",Kaela-jade Ingham,♡,
0,"February 28, 2019",Kat Swan,Excellent furniture,2
0,"April 5, 2019",KK Singhal,very good,
0,"June 3, 2019",Eyad Nimer,its useful,
0,"July 10, 2019",MYRA MIE ANDRADA,so excellent,
0,"July 15, 2019",Hanumanth Valluri,very happy,
0,"August 16, 2019",Suzie Fergusson,love IKEA,
0,"April 29, 2019",Aaa Bbbb,bad,
0,"May 15, 2019",Daniel Guta,garbage,
0,"April 29, 2019",yagmur Avci Ozdm,the worst,
0,"March 31, 2019",A Google user,pleasant,
0,"March 18, 2019",A Google user,. nice,
0,"February 28, 2019",Madelyn Apus,perfect,1
0,"February 4, 2019",daniella nena,love,6
0,"April 4, 2019",Ademola Ilesanmi,good,
0,"April 9, 2019",antwi kwarteng kofi,Best,
0,"March 26, 2019",naresh boddu,good,
0,"February 24, 2019",Joan Thibault,wonderful,2
0,"May 7, 2019",Ratul Hamid,smart,
0,"June 1, 2019",Ajay Singh,good,
0,"June 23, 2019",Shelly Margolan,incredible,
0,"July 2, 2019",Prameela Reddy,good,
0,"July 29, 2019",Rayma Naseer,Awesome,
0,"December 19, 2018",Leif Å.,Så himla störigt att bli utloggad hela tiden efter jag hade loggat in. Why the HELL do I keep getting logged off!!!???,10
0,"January 23, 2019",Karen Galdamez,La peor experiencia en compra en linea tanto la app como la pagina web es un desastre tarda mucho en cargar aveces no abre se cierra n ok te permite agregar nada estaba dispuesta a comprar variod articulos pero sali con dolor de cabeza,2
0,"December 21, 2018",David Sánchez,No me deja iniciar sesión,4
0,"December 18, 2018",Lawyer DURRANI,Just Amazing !!!,3
0,"January 13, 2019",Rita Siswati,not good,1
0,"January 16, 2019",Namitha S,useful application,2
0,"January 16, 2019",Rakshitha H,Nice app,2
0,"January 20, 2019",Rudy dwi Januar,ok,
0,"December 29, 2018",Tammy lynn Rocha,great,1
0,"December 24, 2018",yendamuri nageswararao,Good,1
0,"December 29, 2018",TikTok England,Amazing,1
0,"January 11, 2019",Damalanka Sridhar,good,1
0,"January 13, 2019",A Google user,good,
0,"December 4, 2018",Claire Maclean,Constantly being logged out due to inactivity even though I was in the middle of shopping. Claims items are in stock when they're not. Stock locations don't match the names used in store.,22
0,"December 18, 2018",vladimir rajovic,"Stuck at ""your nearest store is...""",3
0,"December 2, 2018",A Google user,mast hai bhai,15
0,"December 10, 2018",A Google user,فظيع,1
0,"December 26, 2018",A Google user,awesome,
0,"December 9, 2018",Ornella Sabatini,Love it,
0,"November 1, 2018",Elie Rahal,Excellent app,1
0,"November 4, 2018",Kamaran Alkassab,Good luck,1
0,"November 20, 2018",Charlie Valentine,I love it,
0,"November 27, 2018",Santosh Reddy,Well done...,
0,"November 4, 2018",Nishaan0413 Bonala,Good,2
0,"November 8, 2018",Amiezs NurShamisha Nisha,Good,
0,"March 3, 2019",Win Loh,good,
0,"October 1, 2018",Nifer B,"Mostly a good app. You can look up products, add them to *A* shopping list & see if they're available in your local store. If you have a family card you sign in to the app which will save your list for viewing on other devices/computers... However, every time you close the app it signs you out, & when you reopen the app it asks you to sign in again. If you don't you cannot add things to your shopping list. Please can you add a ""keep me signed in"" option! Also, a way to make multiple lists would be helpful.",187
0,"July 19, 2018",Neil McAslan,"Poly written for new Ikea Family users. Ikea sign up for a new Ikea family at the store do not register and then install you Store app. I'm passed backwards and around between the web site and app to request a temp password, create a temp password and then change the password. OMG and then when finished I can't shop like I can on the mobile website. What a waste of time.",164
0,"August 6, 2018",Taisha Nieves,"This app would be really great and helpful if it actually let me sign in to my account. I can't see my shopping lists or organize favorites. What's the point of the app if I can't necessarily do anything productive. There are countless reviews asking to fix the issue, it's about time.",80
0,"September 1, 2018",William Tan,"Its very friendly n stuff, able to find the stuff i want,basically its ikea. My only problem is with the shopping list, ive no idea how many times i have lost the shopping list, before update n also after the latest update. Just dont leave anything in the list, so u dont end up like me",38
0,"July 30, 2018",Fiona Hollin,"So upset this app now won't let me log in, when I first downloaded it 4months ago it was fine, now when I use it, Icannot log in to the app. I am constantly told the app cannot synchronize my account and I had to be logged out. This is a great app when it works, but I can't see my member rewards or my shopping list now, so this is utterly pointless. When I find something I like I have to write it down and then go looking on my desktop, rather than add it to the list I have on my account. Please IKEA fix this!",40
0,"August 30, 2018",Steve E,"Picked out a mattress & frame for our son, tried to use app to add it to a list for later. You're supposed to be able to take a picture of their tag (a code) that never worked. Tried to search the store app by the code they use for products. Search can't find anything & trying to search by exact product names was a disaster with 30 results half of which weren't close to the product name. Uninstalled.",15
0,"September 7, 2018",Robert Grøndahl Winther,"Disappointingly SO much worse than their website. Variations not shown until you select a product (Want to know what sizes a mattress comes in? We are not going to show you before you select the size we chose to show you! Heck, we won't even show you that other sizes ARE available, until you select the product), no related products shown (want a bed frame or legs for that mattress? Search from the top). Search sucks (Want to see all beds of a certain size? Not in this App. Autocomplete? Nope. Missing LAST LETTER in product name? No match). They could have done so much more in the App than on the website, but the chose the opposite.",4
0,"August 1, 2018",Dave Anderson,"Absolutely the worst store app I've ever used. Multiple circular login/verification loops, reroutes to the web, crashes, generally bad looking and not easy to use. A three year old with a snap circuit toy kit could make a better app.",38
0,"September 1, 2018",Ron Leung,"So much stupidity that makes this app hard to just use. You can't make actual purchases on the app and so you will have to use the browser (prob your laptop) to make online purchases. However if you connected with another device (e.g. using the browser), then you are logged out and have to log in again. You can see how much fun this app is! On the other hand, if you avoid using the browser and only do your purchases in store, then this app is pretty useful as it tells you where to find the items on the list for each store.",11
0,"July 22, 2018",Mary Lem,Excellent for making my Ikea shopping list - much better than making a list via the website. In store navigation is a nice bonus. The only thing that kept me from giving it 5 stars was that the stock quantities shown in the app did not always match in-store commuter and actual inventory (suggestion: computer inventory numbers should be pushed to the app more frequently). Highly recommended!,15
0,"September 5, 2018",Andrew Rampton,"Very difficult to use an app that fails on most log-in attempts. When log-in does work, my shopping list cannot be updated and I cannot add items via photo or scan in store. I'm better off with the paper list and pencil.",10
0,"August 25, 2018",Rob Arias,"I wanted to add stuff to my shopping list, but there's no function for that. I can view an old shopping list I made from the website, but can't add anything new so the app is useless for me. A shame.",7
0,"August 11, 2018",Justine Hidson,"Used to be great when I used to use it, now it won't log in. Tried a few weeks ago but no luck so uninstalled. Now downloaded again and still logs me out instantly. What's going on IKEA??? Your website is also not working either!",5
0,"August 12, 2018",Steven Apel,"This App is a total POS!!! Has to be one of the worst developed Apps I have ever seen! Takes several hours to get logged in and then if you're able to and you ever hit the back button, doesn't take you to the last screen; takes you all the way out to the first screen. Not worth downloading; better just to go to the website (but it really isn't much better). This App needs to be trashed and totally recreated, along with their website!!!",12
0,"August 4, 2018",Destroyer Yo,"It has good pros and bad cons.. it's good cause it tells you locations of items and has a barcode scanner, cons are the scanner is kinda lame, and I have a Galaxy s9+, also the way the app categorizes things is the worst. You search shelf's and it gives you 30 different options for dinner plates.",10
0,"August 2, 2018",Becca Agnew,"App was working fine for a long time and now suddenly I can't access my account. I keep getting logged out, as soon as I've logged in, and cannot work with the shopping list I have on my account. Very inconvenient. Very displeased.",7
0,"August 20, 2018",Steven Lamoriniere,"App cannot link to my account anymore. Even when it did, had to login several times during use as it doesn't save login details. Very good app when it works but I had to cancel 2 trips to store as App doesn't work.",4
0,"August 24, 2018",A Google user,"As everyone else is saying: this app doesn't let me sign in. When I click sign up it let's me know that I have already created an account. So I try to sign in again, KNOWING that I DO IN FACT have a forking account, it gives me the same message saying I have the wrong email or password. Completely defeats the purpose of even using an app for something a website can already do better...",5
0,"August 9, 2018",Kishore Penumuru,"it's the worst customer service I have ever had in my life. Not sure where I should start. I requested for a home delivery on 3rd Aug. I get a call on 2nd Aug confirming the delivery. However on 3rd Aug, I get an email stating that my delivery had missed because of me not available. I never got a call from anyone. Not even a voicemail. I don't understand why they have to reconfirm on that day when they already did the previous day. I read in the email that I have to contact the customer care immediately. So I called in and the customer care agent now said that i cannot reschedule it until after 48 hours. So, CC agent reschedules it to Monday and told me that I will get a confirmation email. I never get one. So I call back again next day. Now they say that my order is cancelled and returned back to the store. The CC did try to call me on Monday and left a voicemail asking me to call a certain number with an extension. I tried literally 100 times on the extension and no response. I call the general administration service number but the agent although very polite tried to direct me to various other divisions failing every time.Worst customer service!!",6
0,"July 30, 2018",Tim Macdonald,"Ok-ish app but not great. Image resolutions that I saw were very very low, making reviewing furniture detail in the app a poor experience. Expected more from IKEA considering the scale and $$$ of their operations",8
0,"September 6, 2018",Sam Campbell,"Would be pretty handy, having my shopping list on the phone with shelf locations. But as it refuses to sign in while on WiFi, even Ikea's own WiFi, and the store has zero phone signal, it's utterly useless.",2
0,"July 28, 2018",David Shelton,Hilarious store search. I live in Shropshire and it claims my nearest store is Exeter! There are at least 9 closer stores and changing this was not as easy as it should be. Hope the rest of the app is not this silly,14
0,"July 24, 2018",Michele Roscelli,"Worst app I've seen in a while Store selection via location at start was completely wrong , bug in the map visual (Exeter at 0 lat 0 long in middle of the sea). Login fails with a message ""we cannot synchronize your account, we are logging you out.""",8
0,"July 19, 2018",Coco Laur,"I live in Slough and your closest store is in Exeter? When I click choose another one, apparently I am not even in the UK! And nowhere for me to enter my actual post code! How stupid is this app! Goodbye Ikea! Shame, I have a whole flat to furnish... you lost a customer due to a stupid app.....",5
0,"September 2, 2018",A Google user,"My problem with this app, is that it does not show every item available. I spotted a Fraejen washing glove today in an IKEA shop, but it is nowhere to be found online. That might be because it is about to be discontinued. But still, as long as I can still buy it locally, I want my ""personal shopping assistant"" to list it.",3
0,"July 29, 2018",ExposedRoot,Just not user friendly. Also won't let me sign in. Won't let me reset pw. Lost interest. Every time I start using this and or stuff in it always reverted back to opening page instead of letting you continue from where you were. Not a user friendly app. I just wind up going local to Home Goods.,3
0,"August 2, 2018",A Google user,"As others have said, login doesn't work. So app is mostly useless. You can save your Ikea Family card to it by typing it in manually. You can also locate stores. But that's about it. IKEA should put it back in the box and return it to the IKEA development team but that's probably a problem 😀. Maybe the instructions were hard to read pictographs.",7
0,"August 4, 2018",Sarah Green,IKEA what have you done? I used to like this app (although having to log in every 30 mins is a pain) but now I can't login at all. Please fix it!!!,5
0,"August 11, 2018",Julianna Keller,I cannot login it says I do not exist after just making my account. The app crashes before I can get to products or search. Useless!,8
0,"July 24, 2018",A Google user,"Iove Ikea but man their app and website is terrible. It crashes all the time, overall not a pleasant experience on the app. Pretty big let down.",9
0,"September 2, 2018",Colin Brown,"A very, very slow app that creates shopping list after shopping list. Like the staff in the Ikea in Kuwait, it is not helpful.",5
0,"July 15, 2018",Kathleen Kelly,"Been trying to reset my password for months and always get an error message, so can't even use the app anymore.",8
0,"August 7, 2018",Meg boo,Would love if you included family member deals on the app. Instead I have to log on to the website to see them. No point in having the app then. Also the cute little badges earned are fun to look at on the website and clearly missing altogether on the app.,4
0,"July 18, 2018",Olav Birkeland,"Æ, Ø and Å does not display correctly some places in the app. Most noticably is in the shopping list if you've added products from category ""Kjøkkenutstyr og dekketøy"".",5
0,"August 19, 2018",Chris Conrad,Can only view items...not buy them. Been trying to purchase something for in store pickup for an hour. I give up...gonna look for something on homedepot app I guess.,2
0,"September 2, 2018",richard kelly,"You might go round in circles for a while thinking you must be missing something, but you really can't order anything from the app",2
0,"July 24, 2018",A Google user,"I can't believe such a big company have such a poor and worst app ever. It doesn't let you login and keep saying you need to update your password..the same password I used on their website it works! When I was trying to forgot password and update it, they don't let you do that by showing this stupid message that something went wrong. So there's no way I can access my account in which I added lots of things in my shopping list. Same with their customer service. I have bought around $3k from them in the store and the day my order arrived (which was after 8 days since when I initially placed an order, which was okay as I had also requested for an assembly) two Items (very important one i.e. my couch and my mattress) were missing and one of them was broken/damaged. (wardrobe) The only way out was to contact customer care, and it took 4 hours to contact them. Literally!!! Believe me. I was kept on HOLD on the phone line straight for 2 hours!!!! Trust me! Finally when I talked to them they said it will take next one week if I put that complain online or you can go to the store and talk to them and they MIGHT resolve it within 72 hours. So this is it. I'll go to the store now. Maybe because they know they don't need anyone anymore! They already have such a strong customers network. But then, they are the same kind of people who wonders HOW IS AMAZON BECOMING SO HUGE!!!!",8
0,"July 26, 2018",Joris Goetze,Couldn't login using the same username and password that work on the Ikea website.,11
0,"October 14, 2018",Vladimír Lukšo,"Crashes all the time, can't log in. What a piece of junk. Why Ikea why?",14
0,"August 27, 2018",Nathan,"Crashes whenever you try to search, or click on any of the categories. Completely useless and a waste of time.",2
0,"August 26, 2018",ocean vamshi,It doesn't let me login nor taking through the forgot login page worst app,2
0,"August 20, 2018",Rebecca Lucas,I love Ikea but I cannot set up an online account. The set up is DIFFICULT to say the least.,1
0,"September 27, 2018",Timo Schönberger,"Ich kann mich nicht anmelden oder mein Passwort zurücksetzen, obwohl auf der Ikea Website alles problemlos funktioniert. Auch die Fehlermeldung die beim fehlgeschlagen Login kommt ist nicht vielsagend.",1
0,"August 19, 2018",Suzanne,"Works well, but one major flaw: sorting by style, price, type etc doesn't work.",1
0,"August 15, 2018",A Google user,Vvvvvvvvvv BAAD bcoz the app was not useful Not supporting to users of ikea,4
0,"August 7, 2018",Aaron Meyer,I can't login to my account on the app even though I am able to login on the website,2
0,"August 13, 2018",Justin Lee,The new version removed the support for China mainland? So IKEA you want me to select a random country and clear my shopping cart?,3
0,"August 16, 2018",A Google user,"If you can't login, its useless. Poor app, poor business.",2
0,"September 2, 2018",Muji Gopinath,Worst sign-up option provide.... unable to login with email id,4
0,"September 6, 2018",Yoshi Mac,Items in the shopping list disappear which is a big disadvantage for me. Otherwise is a convenient app.,2
0,"September 4, 2018",A Google user,"уйма недоделок. надеялась, что будет лучше чем сайт, с которого уже год не могу вычистить корзину с запланированными покупками. но опять очень невнимательный подход к делу; такое впечатление, что в IT IKEA работают тинейджеры. нажимая на ""книжные шкафы,"" например, неизбежно попадаешь на систему БЕСТО, и так далее. неудовлетворительная работа((",1
0,"August 18, 2018",Bára Saiko,"not the best store app, that's for sure, but it does the job... if you squint",1
0,"August 12, 2018",Weerapon Nitigultanont,If this app integrates the Ikea store membership and can use member barcode direct from this app I will give 5 stars.,2
0,"October 8, 2018",Daniel Lie,"Tidak bisa login, stop di pencarian store ikea terdekat tidak bisa pilih manual storenya tolong secepatnya di perbaiki aplikasi di Android di iPhone lancar aplikasinya, terima kasih",1
0,"August 26, 2018",Virag Shinde,"Horrible app , send you in a infinite password reset loop",3
0,"September 3, 2018",Muhamad Aizuddin Mohammed Yusof,This app is useless in Malaysia. Always no product found. Scan also no product found.,2
0,"July 30, 2018",Akmal Abu Hassan,better ikea make this app has access for ikea family card that make easier to check point balanced and voucher...,4
0,"August 25, 2018",Pete tar,Garbage app. Made account but can't login.,4
0,"August 12, 2018",Janet Whyte,Worst app EVER!! Please sort it out i cannot in any way shape or from log in..very unsatisfactory 👎👎👎,
0,"August 8, 2018",Laurie Brown,I just registered for this app and it wouldn`t do anything. It would not do a search. I don`t get it!!🤔,4
0,"August 26, 2018",Samuel Lee,Wont let me log in to my account. Worthless app.,2
0,"July 24, 2018",Matt Bodenstab,Can't log in with same info provided to the website.,2
0,"August 27, 2018",The Kurdo,Must worst app ever I seen!,3
0,"July 23, 2018",Lowatt Pi,A single search will crash the app,3
0,"August 30, 2018",Oriol Jimenez,Un dia se cerró y al volver a abrirla se había borrado mi lista de deseos!,1
0,"August 18, 2018",Jamie Hofman,"Love the store, hate the app. After 24 hours of login hell, the app really doesn't do much.",4
0,"August 18, 2018",ardith smith,This would be a good app if I could log in to my account.,2
0,"August 31, 2018",Vishnu D,Not even letting me ti login,1
0,"September 5, 2018",Marlina Gz,Always can't login!!! Very bad app,1
0,"August 7, 2018",Alicia Boonchuay,Always have problem with Login!,3
0,"September 1, 2018",Sachin Shukla,Ikea resturant lost 10 year regular customer with change in brakfest menu and prices😭😭😭😭. lost 20 to 30 AUD weekly plus other shoping. Ikea perth.,
0,"September 7, 2018",Hadobás Martin,Unable to log in for a few weeks now,1
0,"September 2, 2018",Missa Kuma,FIX YOUR DAMN APP PLEASE,1
0,"August 9, 2018",Avirneni Supradeep,Couldn't sign up only very bad app,2
0,"August 2, 2018",A Google user,Search filter doesn't work,1
0,"October 3, 2018",Astrid Hidajat,Category for product catalog can be improved so that it's more intuitive.,1
0,"August 11, 2018",Aadhava Kumar,Fix your issues asap,2
0,"July 25, 2018",A Google user,No customer service and no place to submit reviews or feedback,1
0,"August 26, 2018",Leia Smith,Crashes every single time,1
0,"September 1, 2018",Logan Bresnahan,Annoying sign up process,1
0,"August 13, 2018",Daniel Martin,Will not let me sign in through app!,1
0,"August 4, 2018",A Google user,"Does not include mainland China, useless for me",1
0,"August 4, 2018",Attila Urban,Log in not working or not synced to web login.,2
0,"September 4, 2018",Luis Vargas,App is confusing to navigate.,1
0,"August 11, 2018",om prakash,We need to go to IKEA,
0,"September 9, 2018",Fraser Nicol,Why does the app not have a store map??,1
0,"August 17, 2018",A Google user,Why do I have to activate my GPS to use this App...???,1
0,"August 17, 2018",Mike Yap,Can't choose Ikea Damansara! Default is Cheras.,
0,"September 1, 2018",Hafizah Ithnin,Keep losing my shopping list,1
0,"August 8, 2018",Samer Bakr,Very poor and confusing,2
0,"September 2, 2018",Edward Allen,Why can't I login with my Google account?,
0,"August 23, 2018",Muralidhar K,getting crashed continuously,1
0,"August 6, 2018",Ravi Malhotra,Ooh.. Finally I found this app in India nice to find products by smooth scrolling..,1
0,"September 7, 2018",ateeq khan,Worst Ever app,1
0,"August 18, 2018",A Google user,the app won't let me sign in....it frustrating. why can't I log in?,
0,"August 10, 2018",sam balla,Won't let me log in,1
0,"September 7, 2018",Santosh Jain,Most 3rd class apps,1
0,"August 6, 2018",Laura Prado,Won't let me log in still.,
0,"September 4, 2018",Muhamad Taufik,gone all of my list,
0,"August 6, 2018",Khwan Dark J. Roger,Can not login.,1
0,"September 5, 2018",Orseka Shikuzu,Not working lol,1
0,"July 26, 2018",W Wojt,No Icelandic store,3
0,"October 26, 2018",Pavala M Kannan,Broken app,1
0,"September 1, 2018",smadhaviyadav narsingrao,Friendly app,
0,"September 26, 2018",braden hill,Just garbage,
0,"August 11, 2018",kamlesh paliwal,No,4
0,"July 26, 2018",fuadi wahab,Best product,2
0,"August 20, 2018",A Google user,I think good,
0,"September 27, 2018",A Google user,Its nice😐,
0,"January 6, 2019",Lucas and JT skimboarding,easy,
0,"February 14, 2019",binhelal hamany,good,
0,"August 23, 2018",A Google user,Good,
0,"September 16, 2018",madhusudhan reddy,Good,
0,"September 26, 2018",A Google user,Love it,
0,"October 5, 2018",A Google user,Good,
0,"October 1, 2018",Raghuveer Naidu,Awesome,
0,"August 26, 2018",anil reddy,Awesome,
0,"June 17, 2018",Lawrence,App is surprisingly good. Ikea is usually infamously backward in their e commerce space and terrible inventory management. But this app tries to gives us as much information as possible to plan our purchase around ikea's stock level as opposed to Ikea getting their supply chain and store integrations sorted out.,27
0,"June 13, 2018",Tracy Hartnell,The app used to work well. I wish you could order delivery on it and just buy stuff though It's been crashed this whole week though. Very frustrating. ..,23
0,"June 18, 2018",C D'Arcy,The furniture listings aren't accurate to the current collection available online or in-store. Finding products is almost impossible unless you know the exact name which doesn't let you simply search for things you might want.,22
0,"June 30, 2018",Nadine.,Hard to find things your looking for!. App dose not always work. You can not get everything delivers to your house and it's hard to get there when you live 2 hours away! Open more stores!,9
0,"August 12, 2018",Glenn Burns,Difficult to use. Can't login. Waiting for email sent for password creation never came so I can't use app.,2
0,"July 1, 2018",Tetiana Iurchenko,"Quite OK app, but some functionality is missing: search by product id does not work, not possible too see opening hours for favorite warehouse(user should be able to find week schedule), app should contain info about Ikea bus schedule (from/to).",5
0,"July 16, 2018",Denver Root,"IKEA has several regular stores (aka they are huge) in Israel, and yet sitting here in Jerusalem trying to open the app, Israel is completely missing from their list of countries; there is no way to pick the store closest to me in my country, no matter what languages I speak. 🤷‍♂️",3
0,"June 19, 2018",Jackelyn Pacheco,why cant i shop here anymore? it gives me the option to buy online then tajes me to the website where I cant get passed the checkout!,5
0,"July 8, 2018",Elton Levi,Keeps crashing. Thinks closest store is 400 miles away. Disappointing. Just because we beat them at football they've decided to punish us,1
0,"June 18, 2018",Johann Taljaard,Cannot log in for the last month. How long does it take to sort out login issues? How long is a piece of string?,3
0,"June 8, 2018",Anja Büchi,Can't even open the app. Keeps crashing. Why even have an app if you can't even use it?,19
0,"June 30, 2018",Sherlyn Talactac Harrison,The app and the family card while can be joined are two separate sign ups. Thought it would have been more intuitive if having signed up for a family card automatically becomes the store app login.,1
0,"June 15, 2018",Justyn Lim,The barcode scanner fails to function properly.It can rarely focus on the item even though my camera's auto focus is perfectly fine,3
0,"June 18, 2018",Stian Bollmann,"Refuses to let me log in. Even updated the password, and tried several times with the correct email and password. Nope, just keeps refusing.",7
0,"July 12, 2018",A Google user,"Отстой, делаешь длинный список и даже его купить сразу нельзя. Subpar app from a big company that could have done much better.",3
0,"July 11, 2018",A Google user,"Just can't log in, says we cannot synchronize with your account... Not a great experience...",4
0,"June 12, 2018",Gleb Samsonenko,"Works awful, lists are not loading (official site works the same way though)",3
0,"June 28, 2018",Brittany D H Adams,It keeps crashing and losing my shopping list and will not let me log in,1
0,"June 12, 2018",J.K. Howell,Website is well built and maintained. App is unusable. Literally stuck in login loop.,12
0,"June 21, 2018",Nathan Spencer,"Can't log in. Says I have a temporary password, redirects me to request a new one, then says my email can't be found.",1
0,"July 1, 2018",Nandesh Nair,The filter and sort button could have individual icons instead of a menu. The price filter should have a text input option.,2
0,"June 10, 2018",Colleen Flaherty,Can't log in. Won't rest password because wrong email then when trying to create an account says email is already in use.,3
0,"July 9, 2018",Abby Gruber,"Stuck in a login loop forever with several failed attempts to reset a ""temporary"" password...",1
0,"July 9, 2018",Michelle Raimato,Have been trying to reset my password and I keep getting a message that it can't be reset at this time.,3
0,"July 21, 2018",ABDUL HAQIM HASSAN BASRI,The worse ever app !! Idiots developer,2
0,"June 30, 2018",Mike Hislop,Refused to accept my (correct) username /password combination.,3
0,"July 7, 2018",Hillman Fadzil,"Lovely app, would be much better and convenient if it have ""wishlist""",2
0,"June 19, 2018",Tom M,Shopping bag doesn't syn. Reliably across devices.,3
0,"July 8, 2018",Carlos Lima,Keeps redirecting to site. Isn't this a store app?,1
0,"June 19, 2018",A Google user,Love their list of products.,2
0,"June 19, 2018",andri setiawan,Ga bisa belanja online yaa?,
0,"June 10, 2018",Eszter Szabó,cant even log in...,7
0,"June 18, 2018",A Google user,Unable to log in anymore,
0,"June 12, 2018",Nurshahida Zainudin,cant log in at all,2
0,"July 15, 2018",osama rawashdeh,Baaaaaaaad app. 👎,2
0,"June 26, 2018",TEH HUI FANG,Couldn't log in.,2
0,"July 16, 2018",ibnu chabib,G jelas,2
0,"July 8, 2018",Yuanmeng Xiao,no China,2
0,"June 17, 2018",Clara Berlian,Ikea is a good,4
0,"July 5, 2018",Angela Williams,Its convenient,2
0,"June 4, 2018",A Google user,I have to drive a good distance to get to one so I don't go very often. I made up a shopping list for next time I drive out and the app dumped my list before I could utilize it. So that part is useless.,11
0,"June 5, 2018",Ali Haider,This app is so weird. I sign in and create a list of products I need and few days later the list is gone or I am signed out. I have to remember my password all the time. Crazy!,13
0,"May 31, 2018",Suvi Maria,"I love the app otherwise, but i just wish i could change the language! Since the language comes automatically by your location, but the problem fro me is that I don't understand so well the language in the country im living in, so the optional english in the app would be great!",9
0,"May 26, 2018",Svenja Weise,"Last update ruined it. Doesn't show all available products, just a random selection. Filter doesn't work anymore. Former good app, now useless!",13
0,"June 3, 2018",Brian Wengel,"I have an IKEA FAMILY card right here, but was not able to registry on this app.... really bad implemented. Come on IKEA, make it easy!!!!",1
0,"June 4, 2018",Kai Loki,I've changed my password multiple times and still cannot login. Would love to explore the app but cannot get past the login. Please fix. Using Galaxy Note 8.,1
0,"May 26, 2018",Sergey Vaidie,Developers should do something with interface's language. It changes language to the local as soon you have chosen another country.,7
0,"May 27, 2018",Malhi Mohamed,"Low quality, Cannot reset the password. The app doesn't respond an hanging. I am using Samsung galaxy 8",3
0,"June 3, 2018",A Google user,useless app! unable to sign in . expected more from a brand this big.,2
0,"May 31, 2018",harald sæther,Used to work but not anymore. Only function I use is to store Ikea family card. Can't login anymore.,3
